formula,database,id,T,rho_pred,seebeck_abs_pred,kappa_pred,zT_pred,rho_var,seebeck_abs_var,kappa_var,zT_var
HgIn2Se4,COD,5910288,1000,0.00019978,0.000244748,1.01632,1.21352,1369.07,1.0585e-08,3.53384,0.165289
HgIn2Te4,COD,5910237,1000,9.44628e-05,0.000239489,1.50588,1.17816,4.72512,1.20407e-08,15.3517,0.963203
HgSe4SiTl2,ICSD,247763,1000,0.000118882,0.00020282,0.937184,1.27397,311.306,1.54604e-08,3.29532,0.71388
HgSe4SnTl2,ICSD,247764,1000,0.000177257,0.000257381,0.809655,1.4072,103.289,1.17841e-08,2.07228,0.24827
HgSnTe4Tl2,COD,4000660,1000,0.000181991,0.000260757,1.1358,1.31914,10746.1,7.69056e-09,5.78097,0.176719
Ho2NiSn6,ICSD,639513,1000,2.53484e-05,0.00015704,1.69141,1.0948,1.14415e-09,8.37106e-09,1.93716,0.298899
Ho2Rh3Sn5,ICSD,639639,1000,3.47132e-05,0.000170506,2.11174,1.19137,3.67472e-07,1.94329e-08,6.4939,0.48878
HoPb3,ICSD,104431,1000,3.67867e-05,0.00016251,1.52713,1.26489,1.60178e-08,1.05418e-08,3.08081,0.545829
HoSn2Zn,ICSD,183311,1000,2.97971e-05,0.000161334,1.26589,1.0077,1.81737e-09,1.32182e-08,0.886532,0.362898
HoSn3,ICSD,602856,1000,3.17344e-05,0.000154946,1.68339,1.0099,2.564e-09,1.06787e-08,2.94076,0.307731
HoTl3,COD,1522648,1000,4.81229e-05,0.000150967,0.930028,1.0531,7.98459e-08,9.80895e-09,1.76106,0.748944
In12Te23,COD,4334474,1000,3.03219e-05,0.000196085,2.14045,1.27486,3.4085e-08,1.88097e-08,21.073,0.135965
In2MnSe4,ICSD,639980,1000,5.47854e-05,0.000225904,1.40707,1.14583,3.79802e-05,1.00308e-08,13.4525,0.379765
In2Ni3Se2,ICSD,640141,1000,5.64292e-05,0.00021413,2.90384,1.16659,0.00484457,5.31415e-09,12.3226,0.155748
In2Pb4Sb4Se13,COD,4302601,1000,0.00011167,0.000235857,2.05839,1.2481,3.90746,1.1929e-08,37.7053,0.142732
In2Sb6Zn9,COD,4302480,1000,4.55105e-05,0.000215125,0.836018,1.15454,1.89434e-06,3.9983e-09,0.252632,0.0947728
In2Se3,ICSD,1376,1000,7.88707e-05,0.000204497,1.45538,1.11836,8.27832e-06,8.83194e-09,13.3068,0.24291
In2Se4Sr,ICSD,41555,1000,3.65057e-05,0.000161238,0.943923,1.02894,3.40826e-07,9.9901e-09,1.42327,0.262778
In2Se4Yb,ICSD,640533,1000,4.83789e-05,0.000146307,1.14006,1.23477,6.71137e-05,1.39459e-08,1.31546,0.244964
In2Se4Zn,COD,5910326,1000,0.000108625,0.000204206,0.962217,1.15827,31.495,9.34271e-09,4.0122,0.135289
In2SrTe4,ICSD,41167,1000,3.47289e-05,0.000173557,1.05447,1.37733,1.9736e-06,1.05821e-08,2.1452,0.331181
In2Te,ICSD,640618,1000,4.7799e-05,0.00020309,0.948644,1.28304,9.8684e-06,1.89228e-08,3.97357,0.137144
In2Te3,ICSD,44364,1000,3.89936e-05,0.000195371,2.0045,1.27318,8.36101e-06,1.86995e-08,19.3299,0.133733
In2Te4Zn,COD,5910286,1000,6.76872e-05,0.000216845,1.38028,1.21494,0.00486561,1.2078e-08,12.2576,0.637962
In2Te5,COD,2106460,1000,2.91681e-05,0.000203215,3.64204,1.21393,3.6083e-08,2.0896e-08,20.1691,0.132781
In3Lu,ICSD,639910,1000,3.30775e-05,0.000171083,1.16338,1.10116,2.21859e-09,7.19862e-09,2.67174,0.851388
In3Te4,ICSD,44655,1000,4.26308e-05,0.000198968,1.7844,1.26959,0.00050284,1.94256e-08,11.9501,0.123563
In3Tm,ICSD,640678,1000,4.0788e-05,0.000149213,1.10257,1.09631,5.63454e-09,8.43453e-09,1.98872,0.79697
In4Se3,ICSD,425490,1000,6.93364e-05,0.000204837,1.23133,1.12521,5.64214e-06,1.10381e-08,6.48309,0.253057
In4Se4Sn,ICSD,56324,1000,6.84066e-05,0.000201736,1.31106,1.14821,1.66076e-05,9.74527e-09,7.33851,0.0911592
In4Te3,COD,2106339,1000,6.00348e-05,0.000206164,1.05566,1.28921,0.00779579,1.83481e-08,7.69648,0.132313
In5IrPr,ICSD,246916,1000,2.31402e-05,0.000158386,1.34503,1.15586,3.20517e-09,8.98996e-09,4.96024,0.813354
In5Sb3,ICSD,640434,1000,3.73616e-05,0.000178079,0.9374,1.26031,6.56111e-06,1.43452e-08,2.23261,0.125194
In5Se7Tl,ICSD,402126,1000,0.000112731,0.000225721,1.33203,1.21567,0.0061986,1.0686e-08,9.28969,0.118923
In6Se7,COD,2106208,1000,8.20696e-05,0.000205973,1.51471,1.1575,1.23059e-05,9.11897e-09,12.8614,0.0803074
In7Te10,ICSD,400669,1000,4.58538e-05,0.000193707,1.75151,1.27318,0.000637988,1.89068e-08,11.4404,0.133733
In9Se14,COD,4304497,1000,7.13197e-05,0.000204364,1.49736,1.12403,7.84538e-06,9.11804e-09,12.3602,0.245207
InNb3Se12,COD,2001810,1000,2.70565e-05,0.000187385,1.6578,1.12574,2.38914e-08,5.69241e-09,28.9862,0.402929
InSb,ICSD,44642,1000,4.00893e-05,0.00018353,0.969001,1.25702,1.8279e-06,1.52927e-08,2.22657,0.126094
InSe,ICSD,32714,1000,7.96781e-05,0.000206269,1.28245,1.16453,1.48465e-05,9.11687e-09,8.63185,0.0853843
InSe2Tl,ICSD,640528,1000,0.00013083,0.000250104,1.32585,1.28423,0.0399109,1.13263e-08,11.5019,0.191712
InSiTe3,ICSD,66356,1000,3.4954e-05,0.000242043,3.51571,1.02457,1.64701e-07,8.2408e-09,28.1976,0.89426
InTe,ICSD,44653,1000,5.27426e-05,0.000204238,1.1794,1.27673,0.000912566,1.80147e-08,8.54524,0.132891
InTe2Tl,COD,1527853,1000,8.02336e-05,0.000261673,1.52879,1.28448,0.000735223,8.24151e-09,12.1642,0.148976
Ir4La3Sn13,ICSD,640766,1000,2.11389e-05,0.000168857,2.21351,1.29537,1.59506e-09,7.5118e-09,2.23299,0.374704
Ir4Nd3Sn13,ICSD,640876,1000,2.03999e-05,0.000161802,2.25752,1.34479,1.21644e-09,7.94405e-09,3.177,0.333491
Ir4Pr3Sn13,ICSD,640916,1000,1.90514e-05,0.000161136,2.35586,1.34526,1.12271e-09,8.33183e-09,2.27327,0.334806
Ir4Sm3Sn13,ICSD,641050,1000,2.123e-05,0.000168213,2.21611,1.37413,1.73512e-09,7.5851e-09,3.06906,0.316504
IrSn4,ICSD,412573,1000,3.04768e-05,0.00021738,2.1909,1.28082,2.55073e-06,1.69336e-08,3.44887,0.195856
K5Pb24,ICSD,410090,1000,4.75291e-05,0.000163892,1.18669,1.46368,1.49079e-06,1.72127e-08,1.19923,0.603741
La3Pb13Rh4,ICSD,641650,1000,4.62698e-05,0.000158909,1.60478,1.31647,0.000121704,1.26191e-08,3.59714,0.573468
Lu2NiSn6,COD,1522911,1000,2.15998e-05,0.000160182,2.11486,1.33577,5.06523e-10,7.02093e-09,2.18639,0.34327
LuMnSn2,ICSD,642437,1000,2.10767e-05,0.000185636,1.97824,1.03013,2.44437e-10,8.71247e-09,2.5838,0.500366
LuNiSn2,ICSD,20790,1000,2.06863e-05,0.000180967,2.051,1.06461,3.46598e-10,9.29126e-09,2.3492,0.343241
LuNiSn4,ICSD,106923,1000,2.38939e-05,0.000163379,2.14195,1.34194,8.12633e-10,6.94276e-09,2.56858,0.337135
LuPb3,COD,1522521,1000,3.06403e-05,0.000167293,1.75858,1.22584,7.35704e-09,6.98945e-09,3.25725,0.525728
LuSn2Zn,ICSD,183314,1000,2.43216e-05,0.000195117,1.51791,1.01213,9.75125e-10,7.00279e-09,1.44641,0.379959
LuTe2Tl,ICSD,642625,1000,4.16353e-05,0.000204738,1.45616,1.24097,1.21321e-05,7.19738e-09,2.85186,0.538339
LuTl3,COD,1522815,1000,3.90335e-05,0.000168708,0.985214,1.04965,4.54235e-09,8.22166e-09,1.98924,0.782578
Mn2Se4Sn,ICSD,643596,1000,4.23328e-05,0.000214905,1.1563,1.11215,2.03598e-06,8.25938e-09,12.138,0.165461
Mn2SnTe4,ICSD,169812,1000,4.90638e-05,0.000221582,1.64104,1.09489,0.000492069,9.79199e-09,6.92148,0.838709
MnSe2,COD,1010097,1000,3.83229e-05,0.000209864,1.11626,1.05,1.30253e-08,9.51375e-09,12.4089,0.15495
MnSnTe4Tl2,COD,4000662,1000,0.000362645,0.000246507,1.32724,1.42048,8.17171e+07,8.41761e-09,5.71771,0.161986
NaTe3,ICSD,61355,1000,6.38812e-05,0.000211764,0.929617,1.06429,0.000178485,2.78915e-09,1.49786,0.939035
Nb2Se11Tl4,COD,2208193,1000,2.86291e-05,0.000182472,1.77095,1.44576,4.259e-05,5.55957e-09,24.1216,0.335593
Nb2Se9,ICSD,645386,1000,3.22669e-05,0.00019834,1.63242,1.05114,8.41306e-08,6.51683e-09,23.1217,0.331434
NbSe4,ICSD,645375,1000,3.27842e-05,0.000183433,1.66893,1.04913,8.17771e-08,6.39581e-09,29.5213,0.328291
Nd4Pb19Rh6,ICSD,645699,1000,4.24895e-05,0.000154606,1.83143,1.37303,6.16952e-05,1.42574e-08,6.12501,0.500072
NdRu4Sb12,ICSD,645809,1000,3.22724e-05,0.000166287,2.25602,1.01576,2.47637e-07,8.57959e-09,5.56554,0.736399
Ni3Pb2Se2,ICSD,646211,1000,0.000142968,0.000216652,2.74216,1.35903,128255,9.915e-09,6.36419,0.202171
NiPb,ICSD,108642,1000,8.51358e-05,0.000227716,3.92786,1.3789,1.18556,2.23513e-08,8.8849,0.28202
NiSb,COD,9008903,1000,3.22817e-05,0.000215024,4.85947,1.00289,2.61092e-09,1.17911e-08,16.7914,0.520381
NiSb2,COD,9012583,1000,2.71821e-05,0.000236786,1.91898,1.0293,2.80236e-10,7.84945e-09,3.97201,0.528403
NiSb3,ICSD,190327,1000,3.74237e-05,0.000245519,1.94067,1.11847,1.56247e-09,1.30202e-08,0.701236,0.122373
NiSbSe,COD,9012261,1000,6.93602e-05,0.000205534,3.1684,1.11369,0.0563043,8.98731e-09,9.41856,0.122779
NiSbZn,ICSD,240198,1000,5.44285e-05,0.000202468,4.17155,1.1584,0.00426812,4.29703e-09,22.0295,0.0989409
NiSe2,COD,9012537,1000,5.58328e-05,0.000202426,1.07148,1.02229,1.86092e-05,1.46883e-08,4.16161,0.463454
NiSn6Tm2,ICSD,646786,1000,2.73996e-05,0.000154821,1.69505,1.24221,1.30911e-09,7.99452e-09,2.13913,0.333543
PSe3Sn,ICSD,655564,1000,7.9639e-05,0.000212986,1.83032,1.01678,0.0103275,1.34586e-08,19.1443,0.664524
PSe3Tl2,ICSD,62697,1000,0.00011797,0.00020127,1.25771,1.29257,0.473808,1.30503e-08,6.00478,0.74854
PSe4Tl3,ICSD,600787,1000,0.000123394,0.000197025,1.32758,1.2982,0.642567,1.36845e-08,10.778,0.765351
Pb13Pr3Rh4,ICSD,648389,1000,4.09226e-05,0.000152901,1.80933,1.33598,8.33991e-05,1.23516e-08,5.10214,0.550246
Pb13Rh4Sr3,COD,1522414,1000,5.02101e-05,0.000137533,1.44978,1.44243,9.39438e-05,1.87434e-08,2.44112,0.909861
Pb19Rh6Sm4,ICSD,648429,1000,4.36011e-05,0.000162315,1.82315,1.41207,7.32641e-05,1.5526e-08,6.05592,0.472665
Pb2Se4Si,COD,1527566,1000,6.54895e-05,0.000186632,2.17798,1.12698,0.000395214,1.82432e-08,43.7743,0.591907
Pb3Tb,COD,1522522,1000,3.62742e-05,0.000162993,1.57517,1.24725,1.13325e-08,1.1963e-08,3.44074,0.540301
Pb3Th,ICSD,105633,1000,3.43315e-05,0.000155334,1.75472,1.00778,4.67196e-08,8.1333e-09,3.2795,0.454965
Pb3Tm,COD,1522333,1000,3.39219e-05,0.000157892,1.59553,1.26375,1.34067e-08,9.29324e-09,2.6725,0.565744
Pb3Y,COD,1523308,1000,6.83039e-05,0.000159035,1.67801,1.35156,7.83264e-06,8.05178e-09,3.04668,0.926959
Pb3Yb,COD,1523796,1000,3.40692e-05,0.00016151,1.47579,1.22934,1.0599e-08,1.18754e-08,2.32395,0.578892
PbPo,COD,1523087,1000,4.26898e-05,0.000170659,2.30421,1.19554,0.00144436,1.8749e-08,17.7695,0.141082
PbSb2Te4,ICSD,250250,1000,1.88177e-05,0.000232299,2.94371,1.13948,1.69462e-07,1.89241e-08,13.7607,0.788173
PbSc2Se4,ICSD,154528,1000,5.88152e-05,0.000189739,1.73842,1.02567,0.000133549,7.05063e-09,7.31793,0.434421
PbSe3Tl4,ICSD,261016,1000,0.000102912,0.000245679,0.883509,1.35759,0.000621016,1.25997e-08,2.83031,0.209911
PbSe4Tl2Zr,ICSD,237508,1000,3.71424e-05,0.000215644,1.53922,1.61373,1.96111e-07,1.02196e-08,10.3321,0.251409
PbTe3Tl4,ICSD,648621,1000,6.16626e-05,0.000281623,0.654197,1.28039,1.28311e-08,7.17976e-09,0.499787,0.14407
Pd2Se3Tl,ICSD,78786,1000,0.000237542,0.000199979,0.76295,1.16636,4.91382,1.68662e-08,1.58884,0.312891
Pd3Se2Tl2,ICSD,648843,1000,0.000235488,0.000231997,2.30658,1.38968,4014.81,6.68189e-09,9.63251,0.252847
PdSbSe,COD,9012264,1000,0.000101907,0.000212007,2.87945,1.09636,0.199038,5.56893e-09,17.1458,0.709725
PdSn,COD,9008938,1000,6.96532e-05,0.000208611,4.40063,1.05564,0.000349296,9.36351e-09,26.384,0.851431
PdSn2,ICSD,413281,1000,8.50565e-05,0.000198186,1.39256,1.25648,0.223481,9.68541e-09,12.0245,0.210099
PdSn3,COD,9009821,1000,8.60424e-05,0.000191239,1.50049,1.20729,0.147826,1.31769e-08,9.86095,0.238037
PdSn4,COD,1522306,1000,7.69085e-05,0.000183007,1.47224,1.22267,0.110225,1.10974e-08,6.20124,0.238594
PdSnTe,ICSD,162404,1000,0.000149531,0.000221152,2.8633,1.32807,1556.08,7.40419e-09,20.7106,0.185211
PrRu4Sb12,ICSD,649242,1000,3.24185e-05,0.000166855,2.25502,1.01716,2.43356e-07,7.41487e-09,5.55926,0.736398
PrTe2Tl,ICSD,649434,1000,6.67898e-05,0.000213241,1.22857,1.01677,5.69964e-06,9.26193e-09,1.12077,0.402524
Pt2Sn3,COD,1522860,1000,0.000107146,0.000212799,1.79787,1.36254,5.66124,6.43119e-09,10.79,0.188668
Pt8Sb11Sn14,COD,4343873,1000,8.15855e-05,0.000212299,1.63975,1.42226,172.569,5.39176e-09,4.85939,0.1607
PtSn,COD,9008913,1000,0.000117884,0.000223756,1.60763,1.33551,0.234684,9.99531e-09,16.8508,0.179403
PtSn2,COD,9012883,1000,6.88292e-05,0.00022228,1.85593,1.37983,1.3592,6.20543e-09,7.58931,0.133659
PtSn4,COD,1522862,1000,4.43085e-05,0.000208717,1.59117,1.28672,0.000164855,1.34471e-08,3.7438,0.179026
RbTe6,ICSD,74837,1000,2.41135e-05,0.000164353,1.10746,1.06206,1.03995e-08,1.61915e-08,1.92291,0.23888
Rh3Sn5Tb2,ICSD,650392,1000,3.51107e-05,0.000172793,1.999,1.00538,3.25797e-07,2.08253e-08,6.61485,0.816324
Rh4Sm3Sn13,COD,1524936,1000,3.26008e-05,0.000162564,1.98139,1.22155,3.64408e-07,1.18402e-08,7.34455,0.420461
RhSbSe,ICSD,650254,1000,7.0817e-05,0.000201063,3.21915,1.03663,1.02114,4.53407e-09,13.7427,0.645778
RhSn2,COD,1523795,1000,5.61506e-05,0.000216843,2.32509,1.29073,0.00325661,4.57319e-09,11.9426,0.194026
RhSn4,ICSD,174219,1000,4.35151e-05,0.000196697,1.64537,1.21259,0.000292962,7.74634e-09,6.23234,0.219903
Sb10Zn13,COD,4113278,1000,3.63178e-05,0.000197038,0.722938,1.15338,1.67866e-10,8.21477e-10,0.000660634,0.0596356
Sb2Se2Te,ICSD,651529,1000,2.6313e-05,0.000176797,2.2608,1.08875,0.163742,1.23283e-08,16.4086,0.637349
Sb2Se3,COD,9007437,1000,1.52353e-05,0.000172157,2.21189,1.03743,4.38912e-08,1.30809e-08,17.3684,0.718403
Sb2Se4Yb,ICSD,600795,1000,4.09154e-05,0.000145667,1.2054,1.16947,0.000620909,1.49626e-08,0.716532,0.157992
Sb2SeTe2,COD,9007591,1000,2.00396e-05,0.000181586,3.03791,1.14425,0.072457,1.50479e-08,10.5995,0.805512
Sb2SnTe4,ICSD,30392,1000,8.57846e-06,0.00016701,2.6194,1.17465,1.14372e-07,2.7167e-08,9.79647,0.114996
Sb2SnZn,ICSD,651588,1000,3.25019e-05,0.000193298,1.38122,1.23088,7.61705e-07,8.36093e-09,3.28171,0.128864
Sb2Tl7,ICSD,52288,1000,4.99099e-05,0.000228566,0.850999,1.15159,1.52018e-07,1.80697e-08,1.65023,0.165954
Sb2TlZn2,ICSD,76499,1000,0.000220977,0.000270409,0.79711,1.31588,219806,8.60679e-09,0.728813,0.195934
Sb2YbZn2,ICSD,380377,1000,2.88156e-05,0.0002031,0.715065,1.22641,1.73607e-09,1.02616e-08,0.0211596,0.371683
Sb2Zn,COD,9015418,1000,3.1561e-05,0.000207609,1.03091,1.1742,6.55837e-10,6.66948e-09,1.42871,0.0799398
Sb4Sn3Sr,COD,4323518,1000,2.26085e-05,0.000219704,1.39285,1.33036,1.10678e-09,9.79574e-09,1.72212,0.286907
Sb4Tl5,COD,5910072,1000,5.65857e-05,0.000260326,0.838967,1.22759,1.59014e-07,6.88885e-09,1.17334,0.128984
Sb5Zn6,COD,1524598,1000,3.67201e-05,0.000199072,0.752123,1.15584,1.30626e-09,1.34546e-09,0.0212293,0.0576838
Sb65Zn84,ICSD,418213,1000,3.63178e-05,0.000196693,0.722938,1.15338,1.67866e-10,8.31292e-10,0.000660634,0.0596356
SbSe2Tl,ICSD,36537,1000,9.27743e-05,0.000236777,2.02332,1.24097,0.00326236,1.00716e-08,63.0206,0.143379
SbSe3Tl3,ICSD,60962,1000,0.000135669,0.000244713,1.12575,1.3728,5.63077,1.13511e-08,7.18781,0.246899
SbTe2Tl,ICSD,651642,1000,7.50126e-05,0.000261918,2.65358,1.23034,0.000145597,6.4382e-09,17.6944,0.144515
SbTl,COD,1010882,1000,6.25756e-05,0.000266709,0.900215,1.25034,3.80249e-07,7.71747e-09,1.48169,0.124002
SbZn,COD,9008882,1000,3.89703e-05,0.000210149,0.758531,1.16298,1.95705e-09,3.04612e-09,0.036228,0.0593446
ScTe2Tl,ICSD,418476,1000,6.91599e-05,0.000229985,1.56599,1.2933,0.000125513,6.955e-09,2.9628,0.515692
Se2Sn,ICSD,43857,1000,6.34843e-05,0.000196007,2.27899,1.05972,0.000197047,1.1967e-08,17.6071,0.331144
Se2TlY,ICSD,652075,1000,6.535e-05,0.000182988,1.58986,1.06799,4.32341e-06,1.48148e-08,9.72859,0.437089
Se2Zn,ICSD,652213,1000,7.37235e-05,0.000199689,0.812839,1.18071,0.00427256,1.12131e-08,0.900479,0.106403
Se3SiTl2,ICSD,35042,1000,7.40643e-05,0.000208197,1.47793,1.20614,0.00882605,1.18071e-08,12.3337,0.645867
Se3SnTl2,COD,1524609,1000,0.000104078,0.000246925,1.28079,1.32157,0.000690921,1.15021e-08,11.2192,0.244479
Se3SnTl4,ICSD,651938,1000,0.00010304,0.000247279,0.979165,1.3574,0.000564441,1.31009e-08,4.65328,0.225555
Se3Tl2,ICSD,652069,1000,0.00011063,0.000246971,1.2044,1.33059,0.000811185,1.11455e-08,9.75644,0.205164
Se3Tl5,ICSD,20826,1000,9.87387e-05,0.000252441,0.887931,1.34418,0.000611355,1.18862e-08,2.86394,0.178723
Se4SiTl4,ICSD,59171,1000,6.75357e-05,0.000208164,1.06401,1.26681,0.00368323,1.37764e-08,8.67599,0.727066
Se4Sn2Sr,COD,4000406,1000,2.67806e-05,0.000164486,1.20292,1.12099,5.12195e-09,9.37738e-09,1.21109,0.239993
Se4SnTl3,ICSD,80804,1000,0.000100469,0.000252474,1.3343,1.35227,0.000908807,1.19161e-08,9.61796,0.246846
Se9V2,ICSD,48145,1000,3.71327e-05,0.000222555,1.20576,1.00347,8.19595e-08,8.10748e-09,18.3913,0.253484
SeSn,ICSD,108293,1000,5.96025e-05,0.000183014,2.3104,1.10149,2.41798e-05,8.31558e-09,34.8252,0.224844
SeTl,COD,9008952,1000,9.92677e-05,0.000253948,1.12303,1.35912,0.000542771,1.09695e-08,7.80828,0.216895
SmTe6Tl9,ICSD,427738,1000,5.66658e-05,0.000177034,0.718558,1.42166,9.10153e-07,1.13604e-08,0.602077,0.182671
Sn2TmZn,ICSD,183313,1000,3.11434e-05,0.000175515,1.14897,1.02935,1.78166e-09,1.29189e-08,0.953027,0.388886
Sn3Tb,ICSD,602880,1000,3.01321e-05,0.000158112,1.63025,1.0015,2.06387e-09,1.07386e-08,2.50248,0.282569
Sn3Tm,ICSD,602858,1000,2.89218e-05,0.00015508,1.59033,1.05271,1.3372e-09,1.05993e-08,2.54137,0.371628
Sn3Yb,ICSD,652844,1000,2.79254e-05,0.000156118,1.48372,1.24621,1.76447e-09,1.08362e-08,2.40701,0.373844
SnTe,ICSD,53956,1000,2.31023e-05,0.00018405,2.61668,1.22572,2.6114e-05,1.96201e-08,10.7887,0.12676
SnTe3Tl2,ICSD,69562,1000,6.90224e-05,0.00027088,1.43525,1.27143,5.30424e-05,6.23441e-09,6.67515,0.143659
SnTe3Tl4,COD,1523050,1000,5.89649e-05,0.000285425,0.797721,1.31186,9.77541e-09,6.36615e-09,1.6815,0.141635
SnTe5Tl2,ICSD,73666,1000,5.72861e-05,0.000263174,4.77251,1.26319,7.76327e-08,6.88181e-09,13.7366,0.134036
SnTl,ICSD,652804,1000,8.32856e-05,0.00025314,0.943977,1.26779,5.36564e-05,2.47538e-08,1.79142,0.14334
Te2TlTm,ICSD,653096,1000,5.36698e-05,0.00020641,0.947741,1.13182,1.8304e-05,8.33706e-09,1.45359,0.84668
Te2TlY,ICSD,653098,1000,5.64039e-05,0.000206177,1.56431,1.20247,8.12448e-06,7.89692e-09,2.82325,0.577351
Te3Tl2,ICSD,410895,1000,4.81487e-05,0.000267112,1.39595,1.28597,7.53244e-09,6.1035e-09,9.92745,0.137075
Te3Tl2Zr,COD,4000783,1000,3.82936e-05,0.000237686,1.39765,1.44295,1.54737e-05,7.58265e-09,3.50918,0.268908
Te3Tl5,ICSD,40260,1000,5.98342e-05,0.000281775,0.633481,1.27259,1.11982e-08,5.328e-09,0.531321,0.13034
Te5U,ICSD,41114,1000,2.03214e-05,0.000157274,1.89136,1.11369,2.47395e-09,8.13434e-09,5.95345,0.351837
TeTl,COD,1521988,1000,6.58743e-05,0.000270664,0.926964,1.29069,1.40095e-06,5.94069e-09,2.20474,0.132169
TeTl2,COD,2012689,1000,7.8982e-05,0.000276233,0.676804,1.25178,1.99494e-07,6.34175e-09,0.94395,0.13676
Tl3Tm,ICSD,653325,1000,4.80317e-05,0.000149925,0.997482,1.06668,7.88487e-08,9.80218e-09,1.85922,0.789489
Tl3Yb,COD,1527560,1000,4.19236e-05,0.000167982,0.956168,1.06679,8.51659e-08,1.16338e-08,1.5136,0.805627
