# List of unique stable 3D crystal structures from the COD (free) and ICSD (not free) databases.
# Created by Nicola Marzari’s group involving some cleaning to remove implausible materials.
formula,database,id
H6Ni3O12S2,ICSD,281474
H6NiO12S2,ICSD,1835
H6NiO13P2V2,ICSD,72862
H6NpO8P2,ICSD,423002
H6O10P2Zr,ICSD,94480
H6O10Rb2STe,ICSD,54472
H6O10Rb2SeTe,ICSD,157371
H6O10SeTeTl2,ICSD,164138
H6O10V3,ICSD,421914
H6O12P3Pr,ICSD,155271
H6O12P3RbSr,ICSD,90833
H6O12P3Sc,ICSD,20432
H6O12Sc2Se3,ICSD,391277
H6O15P2UZn4,ICSD,187560
H6O16S4Zn,ICSD,404089
H6O19P6Zn3,ICSD,71555
H6O30Sb16Se7Sr10,ICSD,51109
H6O3PRb2S3,ICSD,417327
H6O5P2Zn,ICSD,66912
H6O5SrZn,ICSD,50177
H6O6P2V,ICSD,75435
H6O6P3V,COD,2017180
H6O6P3Yb,COD,4322543
H6O6Rb3Sc,ICSD,72314
H6O6Sr2Zn,ICSD,66971
H6O6Te,ICSD,2879
H6O7P2U,ICSD,88016
H6O8SV,COD,9004734
H6O9P2Sr,ICSD,61237
H6O9RbSV,ICSD,158951
H6O9RbSeV,ICSD,183125
H6O9STlV,ICSD,158950
H6OSi2,ICSD,30501
H6OsSr2,ICSD,638409
H6RuSr2,ICSD,655142
H6SSi2,COD,4031377
H6SeSi2,COD,4031378
H6ThTi2,ICSD,56179
H7HgO7Te,ICSD,412799
H7HoO10P2,ICSD,65516
H7IO10S,ICSD,380001
H7K2O9P3,ICSD,26906
H7K3O10P2,ICSD,2602
H7K4O18P4Ru2,ICSD,66523
H7La2O11P3,ICSD,249116
H7LaNi5,COD,1531359
H7LaO10P2,ICSD,413831
H7Mg2O8P,ICSD,262369
H7MgNdNi4,ICSD,237153
H7MgO7P,COD,9009617
H7Mn2NO10P2,ICSD,202874
H7MnO7P,ICSD,65686
H7N2O10Sc,ICSD,251134
H7N2O12P3Zn4,ICSD,423286
H7N2O3P,COD,2007037
H7N2O4P,ICSD,15083
H7N2O4S,ICSD,73623
H7N2O5PV,COD,2008133
H7N2O5V,ICSD,10358
H7N3Na2O8P3Tl,ICSD,417713
H7N4O2P,ICSD,410796
H7NO13P3Ti2,COD,2206440
H7NO6,COD,2106598
H7NO6Se2,ICSD,2322
H7NO8P2Zn,COD,2200398
H7NO8S2,ICSD,78948
H7Na4NpO9,COD,2017426
H7Na4O9Pu,COD,2017427
H7Na5O18Se4,ICSD,40276
H7NaO6P,ICSD,9060
H7O12P2Zn3,ICSD,413638
H7O4,COD,9015632
H7O7P2Pr,ICSD,88341
H7O8P3U,ICSD,88017
H7ThZr2,ICSD,56180
H8HfNa6O24S5,ICSD,62949
H8I2MgO10,ICSD,74813
H8I2NiO10,ICSD,10243
H8I6N2Re,ICSD,412940
H8IN4P,ICSD,74814
H8InKO12S2,ICSD,63632
H8InNO20Re4,ICSD,83410
H8K2MgN4,ICSD,201438
H8K2MgO12S2,ICSD,92699
H8K2MgO16P4,ICSD,412869
H8K2MnO12S2,ICSD,98705
H8K2MnO16P4,COD,2201771
H8K2Mo2O15,ICSD,418804
H8K2N4Zn,ICSD,50167
H8K2NiO15P4,ICSD,426140
H8K2NiO16P4,COD,2015108
H8K2O15P4Zn,ICSD,426142
H8K2O16P4Zn,COD,2202039
H8K2O7P,ICSD,424363
H8K3O24Te4V5,ICSD,167525
H8K4Mn3O24P6,ICSD,418750
H8KLi3N4,ICSD,33262
H8KN3,ICSD,414496
H8KN4Y,ICSD,202010
H8KN7O2P2S,ICSD,68282
H8KNaO7P,ICSD,424364
H8KO18P4Yb,ICSD,39238
H8Li3N4Na,ICSD,201148
H8LiNa2O13P3,ICSD,74032
H8LiNaO10P2,ICSD,65474
H8LiO10PU,ICSD,54839
H8Mg5O9,COD,1531175
H8Mg7O16P2,COD,9005470
H8MgNa2O12S2,COD,2008059
H8MgNaO10P3,COD,2201758
H8MgO10P2,ICSD,30955
H8MgO12P2Zr,ICSD,182911
H8MgO14V4,ICSD,185911
H8MgO16P4Rb2,ICSD,418085
H8MgO8S,COD,9007480
H8Mn2N2O12S3,COD,2205824
H8Mn2N4S5Sb2,ICSD,248298
H8Mn5O12S,ICSD,391307
H8Mn5O16S3,ICSD,425662
H8MnN2O10,ICSD,34940
H8MnN4Na2,ICSD,50168
H8MnO10P2,ICSD,29536
H8MnO16P4Tl2,ICSD,416649
H8MnO8S,COD,2201256
H8Mo4N2O13,ICSD,68562
H8MoN2O2S2,ICSD,423990
H8MoN2O4,ICSD,408749
H8MoN2OS3,ICSD,423991
H8MoN2S4,COD,2224947
H8MoNa2O12,ICSD,418906
H8N10Zn,ICSD,421952
H8N2NiO10,ICSD,26322
H8N2O10Zn,ICSD,14238
H8N2O12SeW3,ICSD,80391
H8N2O13P4Sn,ICSD,158944
H8N2O13P4Ti,ICSD,158943
H8N2O21S6Si,ICSD,422937
H8N2O4S,ICSD,15825
H8N2O4Se,ICSD,160681
H8N2O5S2,ICSD,9074
H8N2O5Se2,ICSD,39283
H8N2O6S,COD,2003442
H8N2O8P2V,ICSD,50919
H8N2O8V3,ICSD,201900
H8N2S4W,COD,2204582
H8N2S5,ICSD,30984
H8N3O10S3Sm,ICSD,410900
H8N3O15Sm,ICSD,69158
H8N3O2P,ICSD,85420
H8N3OPS,ICSD,25702
H8N4TeZn,COD,4309676
H8N5NdO19Rb2,ICSD,420181
H8N5O19PrRb2,ICSD,420187
H8N6O12Zn,ICSD,391220
H8N6O14U,ICSD,183817
H8N8NaO12Rh,ICSD,169810
H8NNaNi3O16P4,ICSD,414111
H8NNaO6S,ICSD,14310
H8NNaO6Se,ICSD,21047
H8NO11S2Sc,COD,2010420
H8NO20Re4Sc,ICSD,83409
H8Na2NiO12S2,COD,2210317
H8Na2O12S2Zn,COD,2218398
H8Na2O12W,ICSD,418907
H8NaO10P3Zn,COD,2200913
H8NaO14P2V2,ICSD,73344
H8NaO5,COD,2003594
H8NaO8Si2,COD,9002206
H8NiO10P2,ICSD,417430
H8NiO10V2,ICSD,91139
H8NiO12P2Zn2,COD,2205946
H8NiO12Re2,ICSD,402773
H8NiO14P2V2,ICSD,85597
H8NiO16P4Rb2,ICSD,421808
H8NiO16P4Tl2,ICSD,416651
H8Np2O12S,ICSD,419688
H8NpO9Rb3,ICSD,422992
H8O10P2Zn,ICSD,417432
H8O12P2Zn3,ICSD,413637
H8O12PrRbS2,ICSD,201416
H8O12PuS2,ICSD,31290
H8O12RbS2Sm,ICSD,71390
H8O12S2U,ICSD,187477
H8O14P2PbV2,ICSD,88444
H8O14P2SrV2,ICSD,67661
H8O16P4Rb2Zn,ICSD,418086
H8O16P4Tl2Zn,ICSD,416652
H8O16Pr2S3,ICSD,422431
H8O8PtSr2,ICSD,251043
H8O8SZn,COD,2200782
H8O8SnSr2,ICSD,91102
H8O8U,COD,9003064
H8O9P2,ICSD,2096
H8O9PuRb3,ICSD,422993
H8P4Si,ICSD,408432
H9InN2O8P2,ICSD,409617
H9K11Np2O44S10,ICSD,89421
H9K2Re,COD,1520899
H9KNaRe,ICSD,79924
H9KO5,ICSD,36598
H9LaO12S2,ICSD,411953
H9N20O10P12S12,ICSD,411475
H9N2O4P,COD,9011121
H9N5O6S3,ICSD,391094
H9NO13Y4,ICSD,77764
H9NO8P2,ICSD,412770
H9NSi3,COD,4031379
H9NaO12Se2U,ICSD,161735
H9NaO5,COD,1532135
H9NaO6Zn,ICSD,66974
H9NdO10P2,ICSD,165110
H9O11P2Sm,ICSD,95752
H9O11P2Tb,COD,2217681
H9O12S2Ti,ICSD,404087
H9O9PV,COD,8101425
H9PSi3,ICSD,72676
HHfNa6O21S5,ICSD,201243
HHg4N3O10,ICSD,48184
HHgNO4,ICSD,6186
HHoO5S,ICSD,261287
HHoO9RbS2,ICSD,201668
HHoSe,ICSD,78957
HI11Nb6,ICSD,22102
HI2KO6,ICSD,10306
HI3O8,COD,2207686
HILi2O,ICSD,74930
HIO2Pb2,ICSD,192170
HIO3,COD,2000582
HIO8S2,ICSD,407853
HIOPb,ICSD,192169
HISr,COD,9009184
HIn2K2O10P2,ICSD,82141
HIn2O12P2,ICSD,415975
HInK2O11Si4,ICSD,281432
HInMoO7Se,ICSD,420435
HInO2,COD,1527723
HInO4Se,ICSD,415267
HInO5PRb,ICSD,81840
HK,COD,9008653
HK2N5O10Ru,ICSD,165340
HK2NO6S2,ICSD,15880
HK2NO7S2,ICSD,201200
HK2O4P,COD,2009610
HK3MoOS4,ICSD,425985
HK3O11S3,COD,4306606
HK3O5S3,ICSD,418311
HK3O8S2,COD,4307401
HK3O8Se2,ICSD,71872
HK3OS4W,ICSD,425986
HK5O17Si4U2,ICSD,170460
HK5O26W6,COD,2001662
HK6Na15Tl18,ICSD,81301
HKMn2O9P2,ICSD,202573
HKMnO10P3,ICSD,50668
HKNO2P,ICSD,406087
HKO10P3Sm,ICSD,96665
HKO3Se,ICSD,20862
HKO3Si,ICSD,30892
HKO4S,COD,4306604
HKO4Se,ICSD,85082
HKO5Si2,ICSD,428168
HKO6PV,ICSD,68549
HKO7SU,ICSD,249536
HKO7Se2V,ICSD,82535
HKO8P2Sc,ICSD,419879
HKO8P2Zn2,ICSD,412588
HKO8P2Zr,ICSD,61155
HLa2LiO3,ICSD,56744
HLaO,ICSD,48122
HLi,COD,9008668
HLi3O4Te,ICSD,38036
HLi4N,COD,8100739
HLi4O15P5,ICSD,51631
HLiNd2O3,ICSD,56747
HLiO,COD,9008958
HLiO2,ICSD,27761
HLiO3PTl,ICSD,201040
HLiO3Se,ICSD,8255
HLiO4S,ICSD,82373
HLiPd,ICSD,246613
HLiS,COD,1532758
HMg2O5P,COD,9009833
HMgN,COD,4324382
HMgNa3O8P2,COD,2004175
HMgO11P,ICSD,107677
HMgO9P,COD,9007436
HMn,ICSD,108535
HMn2O4,COD,1011012
HMn2O5V,ICSD,248718
HMn6O19Si5V,ICSD,26908
HMnO10P3Rb,ICSD,247131
HMnO2,COD,9009773
HMnO3P,ICSD,414646
HMnO5PbV,COD,2200589
HMnO7P2,COD,1007088
HMo,ICSD,108537
HMoNaO5Zn,ICSD,9783
HMoO9S2,ICSD,422834
HN,ICSD,290468
HN21Ni4O51,ICSD,422792
HN2O9PPb2,COD,2221696
HN2P,ICSD,426003
HN3,COD,4106499
HNNa2O3S,ICSD,427714
HNNaO2,ICSD,10182
HNO,COD,4117031
HNO3,COD,7024988
HNO4S,ICSD,9056
HNO4Se,ICSD,20794
HNO4Zn,ICSD,415537
HNS,COD,2106403
HNS3,ICSD,2535
HNS7,ICSD,654064
HNS8,ICSD,405497
HNS9,ICSD,405274
HNa,COD,9008680
HNa2O3P,ICSD,155976
HNa2O4P,ICSD,81304
HNa2O5PZn,COD,2009184
HNa2O9P3,COD,1007098
HNa3O8S2,COD,4307403
HNa4O5V,ICSD,416171
HNaO,ICSD,61045
HNaO4S,ICSD,1436
HNaO4Se,ICSD,88893
HNaO4SiZn,ICSD,88001
HNaO5Si2,ICSD,98368
HNaO5Ti2,ICSD,162109
HNaO7P2Zn,ICSD,39491
HNaO7Se2Zn2,COD,2008881
HNaO8P2Zn2,COD,2009893
HNb4O12,COD,1000189
HNdO,ICSD,261768
HNdO11S3,ICSD,411052
HNdO5S,COD,2218902
HNi,ICSD,56077
HNi2,ICSD,200593
HNiO14P5,COD,2005115
HNiTi2,ICSD,108767
HO,COD,9014214
HO10P3PrRb,ICSD,153529
HO11P3U,ICSD,20738
HO12P2Rb2V2,COD,1000081
HO12P4Sm,ICSD,250029
HO2,COD,4001331
HO24P7Ta2Tl2,ICSD,250112
HO2RbS,ICSD,425888
HO2Tb,ICSD,6164
HO2Yb,ICSD,26341
HO3Te,ICSD,427362
HO4PSn,ICSD,658
HO4PSr,ICSD,91129
HO4RbS,ICSD,99803
HO4RbSe,ICSD,65810
HO5PSi,ICSD,415271
HO5PTi,ICSD,160167
HO5PZn2,COD,9009553
HO5PbVZn,ICSD,40083
HO5PrS,ICSD,261280
HO5Rb5Si,ICSD,417054
HO5SSm,ICSD,261282
HO5STb,ICSD,261285
HO5STm,ICSD,261289
HO5SY,ICSD,92287
HO5SYb,ICSD,261290
HO5SiZn2,ICSD,422824
HO5VZn2,ICSD,50480
HO6PRbV,ICSD,263114
HO6PrSe2,ICSD,75158
HO6Ti2V,ICSD,425063
HO7P2Tl,COD,2212012
HO8P2RbZn2,COD,2200087
HO8P2Ti,COD,4315113
HO8Rb3S2,COD,4307407
HO8Rb3Se2,ICSD,62280
HO8Se2TlU,ICSD,280838
HPd,COD,9008697
HPd3Tl,ICSD,247273
HRb,COD,9008709
HRh,ICSD,56168
HSb3Sm5,COD,4002405
HSeY,ICSD,72008
HSi3Y5,ICSD,638464
HTa2,ICSD,41774
HTi,ICSD,56181
HV2,ICSD,61422
HZr,ICSD,56197
He,COD,9011631
He2Ne,ICSD,659143
Hf,ICSD,76412
Hf10Mo3Si,ICSD,603654
Hf21Re25,ICSD,600101
Hf27P16,COD,7110750
Hf2Hg,ICSD,638564
Hf2In5,ICSD,404531
Hf2InNi2,ICSD,407547
Hf2InPd2,ICSD,130035
Hf2Ir,ICSD,638574
Hf2K2O5,ICSD,180185
Hf2La2O7,COD,1528989
Hf2La3Li7O12,ICSD,174202
Hf2Mn,ICSD,638594
Hf2N2S,ICSD,250914
Hf2Ni,COD,1524523
Hf2Ni2Sn,ICSD,107096
Hf2Ni3P3,ICSD,638710
Hf2Ni3Si4,ICSD,40442
Hf2Ni3Ti,ICSD,188214
Hf2NiP,ICSD,405616
Hf2O9P2,ICSD,416013
Hf2Os,ICSD,638748
Hf2P,ICSD,24350
Hf2Pd,COD,1522586
Hf2Pt,ICSD,638787
Hf2Pt3,ICSD,190810
Hf2Rh,ICSD,638828
Hf2Ru3Si4,ICSD,60071
Hf2S,ICSD,43203
Hf2Sc3Si4,ICSD,638895
Hf2Si,ICSD,42523
Hf2Te,ICSD,83965
Hf2Zn,ICSD,639016
Hf3In4,ICSD,638568
Hf3K10Mo12O48Pb,ICSD,158871
Hf3K4Te17,ICSD,69064
Hf3Mo9O36Pr2,ICSD,166752
Hf3N4,ICSD,97997
Hf3NZn3,ICSD,638671
Hf3Ni2Si3,COD,1531009
Hf3Ni7,ICSD,2417
Hf3P,ICSD,638759
Hf3P2,COD,2005341
Hf3P3Pd4,COD,4321480
Hf3Rb4S14,COD,4319608
Hf3Rh5,COD,1523697
Hf3Sb,ICSD,638878
Hf3Si2,ICSD,53041
Hf3Te2,ICSD,75936
Hf4Ni4Si7,ICSD,638720
Hf4NiP,ICSD,638708
Hf54Os17,COD,2020029
Hf5In4Rh2,ICSD,412706
Hf5Ir3,ICSD,638578
Hf5K4O12,ICSD,180186
Hf5NiSb3,ICSD,638717
Hf5NiSn3,ICSD,638730
Hf5P7Pd9,COD,1526312
Hf5Re24,ICSD,638804
Hf5Sb3,ICSD,410750
Hf5Sb3Zn,ICSD,42913
Hf5Sb9,ICSD,413979
Hf5Si3,ICSD,53042
Hf5Si4,ICSD,638928
Hf5Sn3,COD,1523285
Hf5Sn4,ICSD,107313
Hf5Te4,ICSD,154358
Hf6Ni16Si7,ICSD,638726
Hf6NiSb2,ICSD,85966
Hf7Ni10,ICSD,638690
Hf7P4,ICSD,405208
Hf7Pb2S25Tl18,ICSD,251138
Hf7Pb2Se25Tl18,ICSD,251139
Hf8MnTe6,ICSD,74589
Hf8Ni21,ICSD,2416
Hf9Mo4Ni,ICSD,638623
Hf9Mo4P,ICSD,638625
Hf9Mo4S,ICSD,638628
Hf9Mo4Si,ICSD,260996
Hf9Ni11,ICSD,638706
Hf9NiRe4,ICSD,638713
Hf9NiW4,ICSD,638734
Hf9PRe4,ICSD,638761
Hf9PW4,ICSD,638765
Hf9Re4S,ICSD,638811
Hf9Re4Se,ICSD,638812
Hf9Re4Si,ICSD,638813
Hf9SV4,ICSD,81822
Hf9SW4,ICSD,638867
Hf9SeW4,ICSD,638906
HfHo2S5,ICSD,638565
HfI3,ICSD,23947
HfI4,ICSD,109275
HfIN,ICSD,190384
HfInNi2,ICSD,54595
HfIr3,COD,1522740
HfIrSi,ICSD,638584
HfIrSn,ICSD,638586
HfK8Mo6O24,ICSD,200389
HfLa2S5,ICSD,638588
HfLa2Se5,ICSD,638589
HfLa3Sb5,ICSD,83906
HfMn,ICSD,638599
HfMn2,COD,1523075
HfMn6Sn6,ICSD,54931
HfMnSi,ICSD,53024
HfMnSi2,ICSD,638601
HfMo2,COD,1522747
HfMo2O8,ICSD,59998
HfMo6Na8O24,ICSD,250245
HfMo6O24Tl8,ICSD,250390
HfMoP,ICSD,88151
HfMoSi,ICSD,638634
HfN,ICSD,658397
HfN2Sr,ICSD,82538
HfNbP,ICSD,75009
HfNd2S5,ICSD,638683
HfNi,ICSD,638689
HfNi2,COD,1522692
HfNi2Sb,ICSD,638718
HfNi2Si2,ICSD,638721
HfNi2Sn,COD,1523151
HfNi3,ICSD,638697
HfNi4P2,ICSD,638711
HfNi5,ICSD,150940
HfNiP,ICSD,638712
HfNiSi,ICSD,638723
HfNiSn,COD,1522918
HfO10P2,COD,9015262
HfO2,COD,9013470
HfO3Pb,ICSD,161702
HfO3Sr,COD,1521390
HfO4Si,COD,9000852
HfO7P2,COD,4343920
HfO7V2,COD,1522060
HfO8Te3,COD,2106053
HfO8W2,ICSD,188441
HfOS,ICSD,23327
HfOs,COD,1523505
HfOs2,ICSD,638749
HfOsP,ICSD,638751
HfOsSi,ICSD,638753
HfP,ICSD,42914
HfP2S6,ICSD,47228
HfPRu,ICSD,53035
HfPV,ICSD,656389
HfPbS3,ICSD,65668
HfPbS4Tl2,ICSD,237509
HfPbSe4Tl2,ICSD,237510
HfPd3,COD,1523506
HfPdSi,COD,1522279
HfPdSn,COD,1527754
HfPo,ICSD,20011
HfPr2S5,ICSD,638780
HfPt,ICSD,638781
HfPt3,COD,1523507
HfPtSi,COD,1522277
HfPtSn,COD,1522662
HfRb2S4,ICSD,152140
HfRe2,ICSD,150512
HfReSi,ICSD,638814
HfReSi2,ICSD,638816
HfRh,COD,1522742
HfRh3,ICSD,104266
HfRhSb,ICSD,53036
HfRhSi,ICSD,68790
HfRhSn,ICSD,638836
HfRu,COD,1523508
HfRuSb,ICSD,107125
HfRuSi,ICSD,638841
HfS3,ICSD,42074
HfS3Sn,ICSD,65667
HfS3Sr,ICSD,638863
HfS4Tl4,COD,4324133
HfS5Sm2,ICSD,638861
HfS5Tb2,ICSD,638864
HfS5Y2,COD,2106527
HfSSi,ICSD,25735
HfSb,ICSD,107591
HfSb2,ICSD,638876
HfSb5U3,ICSD,154389
HfSe2,ICSD,182678
HfSe3,ICSD,42075
HfSe3Tl2,COD,7019864
HfSe4Tl4,COD,4324134
HfSeSi,ICSD,25736
HfSi,ICSD,53040
HfSi2,ICSD,638917
HfSiTe,ICSD,25737
HfSiV,ICSD,638931
HfSn,COD,2310242
HfSn2,ICSD,638941
HfTc,COD,1523439
HfTc2,ICSD,638955
HfTe2,ICSD,603713
HfTe4Tl4,ICSD,168651
HfTe5,COD,1527386
HfV2,COD,1522805
HfW2,ICSD,639012
HfZn2,ICSD,639018
HfZn22,ICSD,639015
Hg,ICSD,157861
Hg11K,ICSD,410566
Hg11K3,ICSD,240039
Hg11Rb,ICSD,410567
Hg11Sr,ICSD,247134
Hg16Rb15,ICSD,408697
Hg19Rb5,ICSD,107452
Hg20Rb3,ICSD,240037
Hg2Ho,COD,1522016
Hg2I2PbS2,ICSD,59204
Hg2I3NaO2,COD,5910260
Hg2INaO2,COD,9012531
Hg2IO,COD,9015189
Hg2In2Sr,ICSD,427211
Hg2K,COD,2310180
Hg2La,COD,1523851
Hg2Mg,COD,1523296
Hg2Mo2O7,ICSD,51512
Hg2Mo5O16,ICSD,84641
Hg2MoO4,ICSD,90084
Hg2N2O3,ICSD,391188
Hg2NO4,ICSD,59156
Hg2Na,COD,2310236
Hg2Na3,COD,2310237
Hg2Nb2O7,ICSD,22226
Hg2Nd,COD,1523874
Hg2O3Se,ICSD,412304
Hg2O3Te,COD,9004196
Hg2O4S,COD,1527303
Hg2O4Se,COD,1527304
Hg2O4V,ICSD,82243
Hg2O4W,ICSD,90085
Hg2O5Re,ICSD,74886
Hg2O5Se,ICSD,412404
Hg2O5Te,ICSD,391134
Hg2O7Os2,ICSD,159796
Hg2O7P2,COD,2006377
Hg2O7Ru2,COD,7202579
Hg2O7Sb2,ICSD,160088
Hg2O7Te2,ICSD,412800
Hg2O7V2,ICSD,2517
Hg2P2S7,ICSD,2490
Hg2Pt,COD,1523216
Hg2Rb,ICSD,408698
Hg2Rh,COD,1527352
Hg2Se4Sn,COD,1531463
Hg2Sm,ICSD,639209
Hg2Sr,COD,1523858
Hg2Sr3,ICSD,107371
Hg2Tb,ICSD,639230
Hg2Th,COD,1522656
Hg2U,COD,1523638
Hg2Y,COD,1522355
Hg2Yb,COD,1523875
Hg3Ho,ICSD,639032
Hg3I2S2,ICSD,411154
Hg3I2Se2,ICSD,411153
Hg3I2Te2,ICSD,65806
Hg3K2O10S3,COD,2016559
Hg3K2S8Sn2,ICSD,281505
Hg3La,ICSD,639068
Hg3Li,ICSD,639074
Hg3Lu,ICSD,639079
Hg3Mg5,COD,1523298
Hg3N2O8,ICSD,37265
Hg3Na2S4,ICSD,71597
Hg3Na8,ICSD,408696
Hg3O10Se3,COD,2012621
Hg3O4P,ICSD,410760
Hg3O5Se4,COD,7005928
Hg3O6S,COD,1531061
Hg3O6Te,ICSD,30325
Hg3O8P2,COD,9008242
Hg3Pd8Se9,ICSD,190969
Hg3Rb2S8Sn2,ICSD,85599
Hg3Rb2Te4,ICSD,83633
Hg3S4Tl2,COD,4000817
Hg3Sc,COD,1522353
Hg3Se4Tl2,COD,4000818
Hg3Sr,ICSD,247140
Hg3Tb,ICSD,639229
Hg3Te4Tl2,COD,4000819
Hg3Th,COD,1522657
Hg3Tl,COD,1523185
Hg3Tm,ICSD,639290
Hg3U,ICSD,639292
Hg3Y,COD,1522354
Hg3Yb,ICSD,639305
Hg3Zr,COD,1522700
Hg45La11,ICSD,639071
Hg45Nd11,ICSD,639117
Hg45Pr11,ICSD,639146
Hg45Sm11,ICSD,639210
Hg45U11,ICSD,639293
Hg48K29Na,ICSD,108782
Hg4I3Sb2,ICSD,80588
Hg4N6O19Pb2,ICSD,415707
Hg4Ni,ICSD,151197
Hg4O7P2,ICSD,410762
Hg4O9P2V,ICSD,51482
Hg4O9Se4,ICSD,412549
Hg4Pt,ICSD,639148
Hg4S6Si,COD,1531466
Hg4Se6Si,COD,1531469
Hg58La13,ICSD,639069
Hg58Sr13,ICSD,639224
Hg5I6Sb2,ICSD,74921
Hg5Mn2,COD,2310198
Hg5O10Re2,ICSD,32753
Hg5Pd2,COD,1523591
Hg5Rb4Te13,COD,4319348
Hg6K,ICSD,192582
Hg6O7Si2,COD,9001301
Hg7K2,ICSD,107482
Hg7K5,COD,2310181
Hg7O10P2,ICSD,411300
Hg7Rb2,ICSD,107483
Hg8Sr,COD,7026262
Hg9I6P5,COD,1001418
Hg9Li6Sr17,ICSD,420847
Hg9O16P4,ICSD,411299
HgHo,COD,1523865
HgHo2O4,COD,2002575
HgI,COD,9016417
HgI2,COD,9008155
HgI3K,COD,1529983
HgI4K2,COD,1529984
HgI6Tl4,COD,1527143
HgINO3,ICSD,32580
HgIn,COD,1523810
HgIn2S4,COD,9012324
HgIn2Se4,COD,5910288
HgIn2Te4,COD,5910237
HgK,COD,2310179
HgK2O2,ICSD,27410
HgK2P2Se6,ICSD,50960
HgK2S2,ICSD,74500
HgK2S4,ICSD,20757
HgK2Se4Sn,ICSD,413308
HgK3N5O11,ICSD,9603
HgK4P2,ICSD,67263
HgK6S4,COD,9009861
HgK6Se4,ICSD,639060
HgKO9P3,COD,1007151
HgKS3Sb,ICSD,63623
HgKSb,ICSD,56201
HgLa,COD,1523850
HgLaPd,ICSD,657950
HgLi,COD,1523147
HgLi2O12P4,COD,1008008
HgLi3,ICSD,639073
HgLu,COD,1523433
HgMg,COD,9008819
HgMg2,COD,1523434
HgMg3,COD,1523435
HgMn,COD,1522376
HgMo6S8,ICSD,639106
HgMoO4,ICSD,2533
HgN3,ICSD,426345
HgN3O6Rb,COD,1010349
HgN3O6Tl,COD,1010351
HgN6,ICSD,426342
HgNO2,ICSD,60055
HgNO3,ICSD,412933
HgNa,COD,2310235
HgNa2O2,ICSD,27409
HgNa2S2,ICSD,74499
HgNa3,ICSD,408694
HgNa4P2,ICSD,67260
HgNaO4P,ICSD,32511
HgNd,COD,1523853
HgNd2O4,ICSD,41121
HgNi,COD,7221237
HgO,ICSD,639125
HgO10V4,ICSD,418029
HgO14P4V2,COD,1001669
HgO2,ICSD,655816
HgO2Rb2,ICSD,66276
HgO2Sr,COD,2002576
HgO3Se,ICSD,412548
HgO3Sn,ICSD,260029
HgO3Te,ICSD,61673
HgO3Ti,COD,1528887
HgO3V,ICSD,82242
HgO4P,COD,9008252
HgO4Re,ICSD,74885
HgO4S,COD,8103528
HgO4Se,ICSD,412403
HgO4W,COD,2010794
HgO6P2,COD,2010625
HgO6V2,ICSD,26996
HgO7P2Pd,ICSD,420533
HgO7S2,ICSD,188010
HgO8P2Pd2,ICSD,420532
HgP14Pb,ICSD,639127
HgP14Sn,ICSD,412437
HgPPd5,ICSD,639128
HgPPt5,ICSD,639129
HgPRb2Se5,ICSD,83477
HgPS3,ICSD,2564
HgPbSr,ICSD,602710
HgPbYb,ICSD,108545
HgPd,COD,9004221
HgPd5Se,ICSD,639142
HgPdPr,ICSD,657952
HgPdSm,COD,1527555
HgPo,COD,1523090
HgPr,COD,1523854
HgPt,COD,1523215
HgPt2Se3,ICSD,185808
HgPt3,ICSD,639147
HgRb2SnTe4,ICSD,262390
HgRb6S4,ICSD,639158
HgRb6Se4,ICSD,639159
HgRbSbSe3,ICSD,89018
HgS,COD,1011368
HgS2Ta,ICSD,639178
HgS8Sb4,COD,9008247
HgSc,COD,1522352
HgSe,ICSD,56210
HgSe4SiTl2,ICSD,247763
HgSe4SnTl2,ICSD,247764
HgSnSr,ICSD,602716
HgSnTe4Tl2,COD,4000660
HgSnYb,ICSD,602718
HgSr,COD,1523313
HgSr3,ICSD,639226
HgTb,COD,1523866
HgTe,COD,1010945
HgTh2,COD,1522655
HgTi,COD,1522697
HgTi3,COD,1522698
HgTl,COD,1523183
HgTm,COD,1523867
HgY,COD,1523310
HgYb,COD,1523868
HgZr,COD,1522699
HgZr3,ICSD,104375
Ho,ICSD,639321
Ho10In20Ni9,COD,1523133
Ho10Si17,ICSD,415598
Ho11In6Si4,ICSD,184238
Ho11La4S22,ICSD,639370
Ho11Pr4S22,ICSD,639589
Ho11Sn10,ICSD,639754
Ho12InPt7,COD,1533196
Ho13Zn58,ICSD,639801
Ho2In,ICSD,155379
Ho2InNi2,ICSD,639335
Ho2InPd2,ICSD,658299
Ho2MgSe4,ICSD,639387
Ho2Mn12P7,ICSD,602687
Ho2Mn3Si5,ICSD,85989
Ho2Mo3Si4,ICSD,600649
Ho2Mo4O15,ICSD,84237
Ho2MoO6,ICSD,99571
Ho2N3,ICSD,639435
Ho2Ni12P7,ICSD,602484
Ho2Ni17,ICSD,639475
Ho2Ni2Pb,ICSD,153374
Ho2Ni2Sn,ICSD,425430
Ho2Ni3Si5,ICSD,658649
Ho2Ni7,ICSD,639452
Ho2NiSn6,ICSD,639513
Ho2O11Te4,COD,1532257
Ho2O13Te5,COD,1532259
Ho2O2S,ICSD,109333
Ho2O2Se,ICSD,25809
Ho2O3,ICSD,420710
Ho2O4SSi,ICSD,95839
Ho2O4SeSi,ICSD,410906
Ho2O4Sr,ICSD,246550
Ho2O5Si,COD,1531330
